URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://fshschool.org/courses-fsh-seminar-exercise/ValueSet/osa-vs,0.1.0,draft,,ObstructiveSleepApneaVS,Obstructive Sleep Apnea Conditions,"Obstructive Sleep Apnea Conditions",,"FHIR"
